索引,股票名称,股票代码,当前价格,涨幅,涨跌额度,成交量（手）,成交额,振幅
351,汇通能源,600605,35.22,2.68%,0.92,1.60万,5631.49万,3.29%
352,嘉应制药,002198,6.91,2.67%,0.18,6.47万,4496.94万,3.27%
353,运机集团,001288,29.58,2.67%,0.77,3.71万,1.12亿,8.68%
354,艾比森,300389,10.38,2.67%,0.27,2.78万,2854.39万,4.06%
355,华丰科技,688629,58.11,2.67%,1.51,8.41万,4.86亿,4.12%
356,晶升股份,688478,28.3,2.65%,0.73,1.57万,4382.19万,6.38%
357,益佰制药,600594,3.5,2.64%,0.09,16.79万,5930.38万,7.04%
358,北路智控,301195,32.69,2.64%,0.84,1.52万,4909.37万,3.77%
359,广联航空,300900,19.47,2.64%,0.5,6.50万,1.27亿,3.11%
360,朗博科技,603655,24.15,2.63%,0.62,1.13万,2699.64万,4.59%
361,奇安信-U,688561,30.81,2.63%,0.79,5.00万,1.51亿,5.56%
362,ST易购,002024,1.95,2.63%,0.05,25.84万,5022.85万,4.74%
363,帝奥微,688381,21.48,2.63%,0.55,2.16万,4574.52万,4.59%
364,特一药业,002728,7.83,2.62%,0.2,13.52万,1.07亿,3.67%
365,康比特,833429,23.1,2.62%,0.59,2.47万,5602.46万,7.15%
366,思科瑞,688053,26.65,2.62%,0.68,4198,1104.57万,4.04%
367,鸿合科技,002955,22.83,2.61%,0.58,6.11万,1.36亿,9.44%
368,正业科技,300410,5.12,2.61%,0.13,13.64万,6917.11万,5.01%
369,海创药业-U,688302,39.13,2.60%,0.99,1.28万,4941.58万,6.42%
370,浙富控股,002266,3.17,2.59%,0.08,48.82万,1.57亿,4.53%
371,健之佳,605266,20.24,2.58%,0.51,2.61万,5251.85万,6.59%
372,山东高速,600350,10.75,2.58%,0.27,6.84万,7237.21万,3.24%
373,流金科技,834021,6.38,2.57%,0.16,6.82万,4247.29万,5.47%
374,维峰电子,301328,37.55,2.57%,0.94,1.10万,4102.68万,2.73%
375,*ST同洲,002052,8.43,2.55%,0.21,39.96万,3.35亿,7.54%
376,申菱环境,301018,36.55,2.55%,0.91,5.17万,1.88亿,3.31%
377,中国广核,003816,3.62,2.55%,0.09,252.38万,9.14亿,2.83%
378,山东出版,601019,8.86,2.55%,0.22,18.99万,1.68亿,3.82%
379,闻泰科技,600745,33.25,2.53%,0.82,13.23万,4.44亿,3.15%
380,招商轮船,601872,6.09,2.53%,0.15,47.22万,2.87亿,2.53%
381,天力复合,873576,32.7,2.51%,0.8,2.18万,7350.01万,7.74%
382,八一钢铁,600581,3.27,2.51%,0.08,27.84万,9132.91万,5.33%
383,冰川网络,300533,20.56,2.49%,0.5,9.36万,1.92亿,4.89%
384,浙江自然,605080,24.68,2.49%,0.6,5.69万,1.40亿,6.81%
385,曙光数创,872808,55.25,2.49%,1.34,1.16万,6416.98万,4.06%
386,海鸥股份,603269,11.17,2.48%,0.27,6.00万,6754.38万,3.30%
387,益丰药房,603939,27.47,2.46%,0.66,5.67万,1.55亿,4.44%
388,*ST科新,600234,7.09,2.46%,0.17,1.27万,884.01万,5.78%
389,亚康股份,301085,56.34,2.45%,1.35,2.10万,1.19亿,5.27%
390,龙竹科技,831445,10.06,2.44%,0.24,4.20万,4247.85万,7.33%
391,幸福蓝海,300528,9.28,2.43%,0.22,26.23万,2.42亿,7.06%
392,海亮股份,002203,9.28,2.43%,0.22,5.47万,5003.15万,3.20%
393,直真科技,003007,27.9,2.42%,0.66,2.25万,6313.20万,9.65%
394,杰创智能,301248,21.2,2.42%,0.5,6.78万,1.43亿,3.33%
395,耐科装备,688419,32.28,2.41%,0.76,5555,1781.83万,1.94%
396,爱旭股份,600732,10.2,2.41%,0.24,18.79万,1.90亿,3.51%
397,赛摩智能,300466,12.79,2.40%,0.3,22.27万,2.83亿,4.48%
398,东威科技,688700,32.53,2.39%,0.76,2.77万,8886.77万,4.60%
399,节能环境,300140,5.57,2.39%,0.13,12.71万,7156.20万,3.13%
400,中信特钢,000708,12.1,2.37%,0.28,13.02万,1.57亿,3.05%
401,国城矿业,000688,12.03,2.38%,0.28,11.46万,1.36亿,3.15%
402,奥瑞德,600666,2.6,2.36%,0.06,67.07万,1.78亿,9.45%
403,渝农商行,601077,6.95,2.36%,0.16,31.16万,2.14亿,3.24%
404,众信旅游,002707,9.16,2.35%,0.21,118.67万,11.22亿,9.16%
405,联瑞新材,688300,55.93,2.34%,1.28,1.24万,6964.83万,4.68%
406,ST广物,600603,7.43,2.34%,0.17,5.83万,4339.85万,4.96%
407,联泓新科,003022,14.44,2.34%,0.33,3.17万,4559.08万,2.34%
408,信息发展,300469,31.7,2.32%,0.72,4.62万,1.46亿,2.42%
409,涪陵电力,600452,10.13,2.32%,0.23,64.31万,6.61亿,4.04%
410,天宸股份,600620,4.87,2.31%,0.11,14.65万,7427.76万,8.19%
411,厦钨新能,688778,47.05,2.30%,1.06,1.39万,6413.31万,3.70%
412,中自科技,688737,17.35,2.30%,0.39,1.46万,2498.14万,5.19%
413,聚光科技,300203,22.25,2.30%,0.5,20.67万,4.62亿,5.15%
414,中科星图,688568,49.98,2.29%,1.12,2.84万,1.41亿,2.33%
415,圣邦股份,300661,104.33,2.28%,2.33,8.42万,8.61亿,4.48%
416,中信特钢,000708,12.09,2.28%,0.27,13.02万,1.57亿,3.05%
417,高德红外,002414,7.63,2.28%,0.17,19.72万,1.50亿,4.16%
418,天顺股份,002800,12.57,2.28%,0.28,11.23万,1.41亿,6.27%
419,久立特材,002318,23.8,2.28%,0.53,4.81万,1.14亿,2.41%
420,振江股份,603507,23.36,2.28%,0.52,8.08万,1.87亿,2.85%
421,伟思医疗,688580,44.35,2.26%,0.98,2.87万,1.24亿,5.40%
422,华密新材,836247,24.03,2.26%,0.53,3.71万,8596.45万,14.21%
423,苏文电能,300982,15.87,2.26%,0.35,2.50万,3987.41万,2.84%
424,姚记科技,002605,26.38,2.25%,0.58,5.40万,1.41亿,3.29%
425,*ST新研,300159,1.82,2.25%,0.04,25.94万,4707.54万,2.25%
426,国航远洋,833171,7.31,2.24%,0.16,8.05万,5815.01万,3.92%
427,中无人机,688297,37.51,2.23%,0.82,3.72万,1.41亿,3.08%
428,神州数码,000034,38.07,2.23%,0.83,22.64万,8.62亿,3.06%
429,国城矿业,000688,12.01,2.21%,0.26,11.48万,1.36亿,3.15%
430,京华激光,603607,18.54,2.21%,0.4,5.89万,1.08亿,5.84%
431,航天电器,002025,54.27,2.20%,1.17,1.77万,9587.21万,3.28%
432,锦波生物,832982,384.25,2.19%,8.25,3373,1.29亿,5.05%
433,华康股份,605077,14.93,2.19%,0.32,2.75万,4071.10万,5.07%
434,振江股份,603507,23.34,2.19%,0.5,8.08万,1.87亿,2.85%
435,中信出版,300788,29.9,2.19%,0.64,1.57万,4676.27万,2.63%
436,黑猫股份,002068,11.68,2.19%,0.25,29.28万,3.42亿,4.20%
437,新日股份,603787,10.32,2.18%,0.22,4.89万,5138.60万,5.94%
438,易天股份,300812,18.87,2.17%,0.4,4.77万,9120.57万,6.88%
439,惠天热电,000692,3.31,2.16%,0.07,14.60万,4810.90万,9.26%
440,中钢天源,002057,7.57,2.16%,0.16,13.08万,9911.14万,2.02%
441,创远信科,831961,19.9,2.16%,0.42,5.07万,1.01亿,3.75%
442,万事利,301066,14.71,2.15%,0.31,12.68万,1.91亿,5.76%
443,道通科技,688208,39,2.15%,0.82,6.66万,2.58亿,3.17%
444,凯格精机,301338,33.3,2.15%,0.7,1.38万,4596.12万,3.01%
445,高德红外,002414,7.62,2.14%,0.16,19.72万,1.50亿,4.16%
446,本钢板材,000761,3.81,2.14%,0.08,10.15万,3879.66万,4.56%
447,裕太微-U,688515,105.75,2.14%,2.22,3833,3989.19万,3.19%
448,华亚智能,003043,54.89,2.14%,1.15,1.00万,5440.58万,3.81%
449,铜牛信息,300895,45.51,2.13%,0.95,9.17万,4.20亿,4.40%
450,梦网科技,002123,13.44,2.13%,0.28,30.46万,4.09亿,3.50%
451,华通线缆,605196,12.97,2.13%,0.27,7.91万,1.01亿,5.83%
452,索通发展,603612,17.39,2.11%,0.36,7.07万,1.23亿,2.64%
453,新产业,300832,53.67,2.11%,1.11,2.52万,1.35亿,3.96%
454,福昕软件,688095,66.27,2.11%,1.37,1.47万,9736.04万,3.76%
455,广博股份,002103,9.21,2.11%,0.19,17.96万,1.64亿,5.76%
456,华纬科技,001380,31.74,2.09%,0.65,3.56万,1.13亿,3.41%
457,矽电股份,301629,170.5,2.08%,3.48,1.18万,2.00亿,5.24%
458,亚虹医药-U,688176,8.35,2.08%,0.17,7.28万,5956.57万,6.60%
459,大东南,002263,2.47,2.07%,0.05,27.53万,6784.32万,4.13%
460,云赛智联,600602,23.23,2.07%,0.47,62.55万,14.70亿,4.96%
461,大东南,002263,2.47,2.07%,0.05,27.53万,6784.32万,4.13%
462,视声智能,870976,25.81,2.06%,0.52,1.81万,4680.00万,6.29%
463,创远信科,831961,19.88,2.05%,0.4,5.07万,1.01亿,3.75%
464,联发股份,002394,7.96,2.05%,0.16,9.65万,7646.98万,2.18%
465,中南股份,000717,2.5,2.04%,0.05,25.14万,6263.39万,3.27%
466,因赛集团,300781,52.12,2.04%,1.04,1.95万,1.02亿,2.55%
467,中广核技,000881,7.52,2.04%,0.15,40.86万,3.15亿,7.87%
468,思特威-W,688213,96.87,2.03%,1.93,1.69万,1.62亿,3.27%
469,江化微,603078,19.16,2.02%,0.38,17.31万,3.21亿,9.32%
470,青岛银行,002948,4.54,2.02%,0.09,24.73万,1.12亿,2.92%
471,聚和材料,688503,32.33,2.02%,0.64,3.39万,1.10亿,4.13%
472,瑞联新材,688550,36.5,2.01%,0.72,2.62万,9494.66万,3.38%
473,容知日新,688768,53.8,2.01%,1.06,4785,2570.28万,4.63%
474,晨光生物,300138,11.18,2.01%,0.22,25.77万,2.85亿,9.95%
475,聚石化学,688669,15.81,2.00%,0.31,1.25万,1940.27万,4.19%
476,乐鑫科技,688018,194.99,1.98%,3.79,1.14万,2.20亿,3.40%
477,鹿山新材,603051,23.18,1.98%,0.45,1.43万,3320.75万,3.61%
478,红墙股份,002809,12.45,1.97%,0.24,36.55万,4.23亿,14.74%
479,熵基科技,301330,27.55,1.96%,0.53,2.00万,5517.73万,4.07%
480,达 意 隆,002209,10.93,1.96%,0.21,7.10万,7706.87万,3.64%
481,三星医疗,601567,26.73,1.95%,0.51,6.27万,1.67亿,3.85%
482,江苏雷利,300660,54.2,1.94%,1.03,7.67万,4.18亿,4.16%
483,华民股份,300345,6.85,1.93%,0.13,8.32万,5638.48万,3.42%
484,云赛智联,600602,23.2,1.93%,0.44,62.93万,14.79亿,4.96%
485,卧龙地产,600173,6.88,1.93%,0.13,24.98万,1.74亿,10.52%
486,熵基科技,301330,27.54,1.92%,0.52,2.00万,5518.01万,4.07%
487,联发股份,002394,7.95,1.92%,0.15,9.65万,7648.10万,2.18%
488,汉鑫科技,837092,40.89,1.92%,0.77,9722,4020.87万,5.73%
489,思特威-W,688213,96.76,1.92%,1.82,1.70万,1.62亿,3.27%
490,江苏银行,600919,10.12,1.91%,0.19,84.29万,8.47亿,1.91%
491,德马科技,688360,20.8,1.91%,0.39,3.08万,6430.46万,4.90%
492,惠同新材,833751,16.07,1.90%,0.3,1.79万,2827.65万,6.47%
493,南凌科技,300921,24.69,1.90%,0.46,2.04万,4992.19万,3.22%
494,吉宏股份,002803,13.97,1.90%,0.26,13.60万,1.91亿,3.14%
495,莲花控股,600186,6.45,1.90%,0.12,59.85万,3.84亿,3.63%
496,森远股份,300210,9.16,1.89%,0.17,8.54万,7975.51万,5.45%
497,晨光股份,603899,31.81,1.89%,0.59,2.67万,8413.26万,2.50%
498,精工钢构,600496,3.24,1.89%,0.06,24.92万,8012.77万,3.77%
499,中科通达,688038,15.13,1.89%,0.28,1.32万,1979.49万,3.23%
500,恒拓开源,834415,17.33,1.88%,0.32,3.11万,5425.64万,4.12%
501,ST朗源,300175,4.89,1.88%,0.09,6.25万,3086.71万,4.79%
502,可孚医疗,301087,33.15,1.87%,0.61,1.05万,3456.56万,3.53%
503,西藏天路,600326,7.09,1.87%,0.13,31.68万,2.25亿,3.59%
504,新奥股份,600803,20.22,1.86%,0.37,6.02万,1.21亿,3.93%
505,国瓷材料,300285,16.95,1.86%,0.31,7.02万,1.19亿,2.40%
506,航宇微,300053,11.49,1.86%,0.21,9.84万,1.13亿,4.26%
507,药康生物,688046,11.52,1.86%,0.21,3.81万,4295.34万,4.69%
508,博瑞传播,600880,4.39,1.86%,0.08,11.11万,4826.07万,3.25%
509,润泽科技,300442,46.65,1.86%,0.85,18.08万,8.42亿,4.24%
510,八亿时空,688181,28,1.86%,0.51,1.98万,5541.96万,5.71%
511,苏利股份,603585,15.38,1.85%,0.28,2.64万,4010.82万,3.31%
512,宁沪高速,600377,15.95,1.85%,0.29,3.57万,5670.47万,2.87%
513,天马科技,603668,12.69,1.85%,0.23,3.18万,3993.73万,3.45%
514,中远海能,600026,10.5,1.84%,0.19,18.01万,1.88亿,2.23%
515,光大银行,601818,3.88,1.84%,0.07,83.92万,3.23亿,1.84%
516,迅游科技,300467,17.2,1.84%,0.31,4.16万,7124.54万,3.61%
517,伯特利,603596,60.03,1.83%,1.08,2.36万,1.41亿,3.97%
518,凯盛新材,301069,15.6,1.83%,0.28,9.69万,1.51亿,7.25%
519,帝尔激光,300776,57.45,1.83%,1.03,1.94万,1.12亿,2.66%
520,新致软件,688590,20.14,1.82%,0.36,1.43万,2850.12万,3.08%
521,海力风电,301155,62.31,1.81%,1.11,1.30万,8093.93万,3.87%
522,神农种业,300189,3.95,1.80%,0.07,86.61万,3.47亿,3.87%
523,纽威数控,688697,20.37,1.80%,0.36,4.33万,8769.13万,3.75%
524,致尚科技,301486,59,1.79%,1.04,11.22万,6.61亿,9.42%
525,润泽科技,300442,46.62,1.79%,0.82,18.08万,8.42亿,4.24%
526,东鹏饮料,605499,282.82,1.79%,4.97,7565,2.13亿,2.02%
527,威胜信息,688100,37,1.79%,0.65,1.18万,4324.14万,2.53%
528,奥锐特,605116,21.68,1.78%,0.38,2.63万,5758.60万,5.49%
529,雷曼光电,300162,6.28,1.78%,0.11,6.80万,4252.11万,2.76%
530,森远股份,300210,9.15,1.78%,0.16,8.54万,7975.60万,5.45%
531,燕京啤酒,000729,13.17,1.78%,0.23,17.87万,2.36亿,3.94%
532,珠江啤酒,002461,10.89,1.78%,0.19,10.99万,1.19亿,4.30%
533,泰禾股份,301665,28.18,1.77%,0.49,3.30万,9235.27万,3.36%
534,京泉华,002885,12.66,1.77%,0.22,4.40万,5567.19万,2.17%
535,四川成渝,601107,5.78,1.76%,0.1,9.48万,5445.97万,2.64%
536,亨通股份,600226,2.89,1.76%,0.05,25.86万,7434.85万,2.46%
537,隆基绿能,601012,15.15,1.75%,0.26,42.28万,6.35亿,2.82%
538,金沃股份,300984,70.67,1.74%,1.21,1.10万,7794.37万,5.20%
539,百联股份,600827,9.99,1.73%,0.17,24.81万,2.50亿,2.95%
540,北方稀土,600111,23.54,1.73%,0.4,24.42万,5.73亿,1.47%
541,皖通高速,600012,17.75,1.72%,0.3,2.15万,3794.09万,3.95%
542,五 粮 液,000858,131.26,1.71%,2.21,11.99万,15.70亿,1.36%
543,津荣天宇,300988,19.04,1.71%,0.32,2.93万,5546.63万,3.15%
544,矩阵股份,301365,16.67,1.71%,0.28,2.17万,3590.79万,4.33%
545,舍得酒业,600702,57.98,1.70%,0.97,4.02万,2.33亿,2.28%
546,华能水电,600025,9.59,1.70%,0.16,30.77万,2.93亿,2.55%
547,甘咨询,000779,9.6,1.69%,0.16,21.86万,2.09亿,2.86%
548,久日新材,688199,16.84,1.69%,0.28,6.13万,9977.28万,9.24%
549,彤程新材,603650,31.92,1.69%,0.53,2.86万,9045.74万,2.52%
550,三环集团,300408,35.9,1.67%,0.59,3.64万,1.30亿,2.29%
551,合合信息,688615,230.1,1.67%,3.78,4506,1.03亿,2.48%
552,深桑达Ａ,000032,22.54,1.67%,0.37,11.49万,2.56亿,2.62%
553,西麦食品,002956,18.9,1.67%,0.31,3.39万,6429.32万,2.80%
554,东吴证券,601555,7.93,1.67%,0.13,50.62万,4.01亿,2.18%
555,翰博高新,301321,13.5,1.66%,0.22,1.91万,2540.05万,2.94%
556,凤凰传媒,601928,11.67,1.66%,0.19,5.87万,6863.36万,3.14%
557,泉阳泉,600189,6.76,1.65%,0.11,7.61万,5154.68万,2.11%
558,上海钢联,300226,20.28,1.65%,0.33,4.60万,9276.22万,2.66%
559,炬芯科技,688049,49.86,1.65%,0.81,2.63万,1.30亿,3.18%
560,值得买,300785,32.06,1.65%,0.52,3.13万,9988.56万,4.50%
561,值得买,300785,32.06,1.65%,0.52,3.13万,9988.56万,4.50%
562,泰凌微,688591,37.65,1.65%,0.61,3.36万,1.25亿,3.16%
563,建邦科技,837242,33.34,1.65%,0.54,1.28万,4114.65万,7.10%
564,顺网科技,300113,17.99,1.64%,0.29,11.71万,2.09亿,3.11%
565,福能股份,600483,9.94,1.64%,0.16,19.20万,1.91亿,1.74%
566,神开股份,002278,8.09,1.63%,0.13,41.51万,3.38亿,4.52%
567,中南股份,000717,2.49,1.63%,0.04,25.14万,6263.74万,3.27%
568,德源药业,832735,52.3,1.63%,0.84,1.87万,9639.41万,5.15%
569,大唐发电,601991,3.12,1.63%,0.05,131.38万,4.09亿,2.93%
570,华宝新能,301327,64.9,1.63%,1.04,1.06万,6879.20万,3.54%
571,火炬电子,603678,38.09,1.63%,0.61,3.85万,1.47亿,3.90%
572,工大科雅,301197,14.38,1.63%,0.23,1.32万,1896.67万,3.89%
573,广厦环能,873703,24.57,1.61%,0.39,1.17万,2907.78万,4.88%
574,北京银行,601169,6.3,1.61%,0.1,44.21万,2.77亿,1.45%
575,昊华科技,600378,27.1,1.61%,0.43,9703,2616.50万,1.99%
576,赛恩斯,688480,33.45,1.61%,0.53,7186,2390.16万,6.23%
577,国网信通,600131,18.33,1.61%,0.29,6.67万,1.23亿,3.38%
578,光明肉业,600073,8.23,1.60%,0.13,13.15万,1.09亿,3.95%
579,三六零,601360,10.16,1.60%,0.16,57.21万,5.79亿,4.50%
580,麦加芯彩,603062,46.05,1.59%,0.72,7576,3471.79万,3.90%
581,顺网科技,300113,17.98,1.58%,0.28,11.71万,2.09亿,3.11%
582,合兴包装,002228,3.22,1.58%,0.05,16.62万,5338.28万,3.79%
583,光大银行,601818,3.87,1.57%,0.06,83.95万,3.23亿,1.84%
584,广厦环能,873703,24.56,1.57%,0.38,1.17万,2908.52万,4.88%
585,华骐环保,300929,8.43,1.57%,0.13,2.44万,2064.92万,3.37%
586,民士达,833394,41.55,1.56%,0.64,3.05万,1.24亿,5.45%
587,中兵红箭,000519,16.88,1.56%,0.26,12.67万,2.12亿,1.99%
588,甬矽电子,688362,27.99,1.56%,0.43,3.40万,9404.75万,3.96%
589,招商公路,001965,13.04,1.56%,0.2,8.38万,1.09亿,1.95%
590,红 宝 丽,002165,11.76,1.55%,0.18,144.82万,16.47亿,10.62%
591,数据港,603881,30.74,1.55%,0.47,26.95万,8.36亿,3.63%
592,国网信通,600131,18.32,1.55%,0.28,6.67万,1.23亿,3.38%
593,宁波方正,300998,17.05,1.55%,0.26,1.45万,2450.05万,3.04%
594,神农种业,300189,3.94,1.55%,0.06,86.65万,3.47亿,3.87%
595,艾为电子,688798,73.62,1.54%,1.12,1.30万,9508.68万,3.16%
596,山东钢铁,600022,1.32,1.54%,0.02,62.62万,8239.27万,2.31%
597,春秋航空,601021,53.71,1.53%,0.81,2.13万,1.14亿,2.68%
598,艾能聚,834770,16.61,1.53%,0.25,2.58万,4228.55万,6.17%
599,中国一重,601106,2.66,1.53%,0.04,48.12万,1.30亿,3.82%
600,星宇股份,601799,128.43,1.53%,1.93,3741,4750.99万,2.09%
601,瑞玛精密,002976,20.72,1.52%,0.31,1.73万,3575.85万,3.58%
602,华测导航,300627,42.85,1.52%,0.64,5.72万,2.45亿,3.77%
603,盟科药业-U,688373,6.06,1.51%,0.09,6.06万,3595.00万,5.86%
604,众泰汽车,000980,2.02,1.51%,0.03,73.99万,1.48亿,4.52%
605,中兵红箭,000519,16.87,1.50%,0.25,12.68万,2.13亿,1.99%
606,中国核电,601985,9.47,1.50%,0.14,102.16万,9.69亿,1.71%
607,三六零,601360,10.15,1.50%,0.15,57.22万,5.80亿,4.50%
608,ST广网,600831,2.72,1.49%,0.04,8.44万,2252.65万,4.10%
609,海能实业,300787,12.94,1.49%,0.19,3.21万,4132.38万,3.76%
610,苏大维格,300331,18.39,1.49%,0.27,2.21万,4026.00万,2.70%
611,三安光电,600703,12.28,1.49%,0.18,22.45万,2.75亿,1.32%
612,哈焊华通,301137,20.56,1.48%,0.3,8.62万,1.81亿,5.13%
613,天源迪科,300047,12.37,1.48%,0.18,19.42万,2.42亿,3.45%
614,光云科技,688365,11.71,1.47%,0.17,5.22万,6128.53万,3.73%
615,聚赛龙,301131,38,1.47%,0.55,1.26万,4762.80万,6.11%
616,大叶股份,300879,20.04,1.47%,0.29,6.22万,1.25亿,4.41%
617,成都华微,688709,32.52,1.47%,0.47,1.55万,4948.40万,4.18%
618,海南瑞泽,002596,3.46,1.47%,0.05,17.15万,5984.32万,3.23%
619,趣睡科技,301336,62.42,1.46%,0.9,8644,5388.50万,5.32%
620,华培动力,603121,22.99,1.46%,0.33,9.14万,2.09亿,3.88%
621,海兰信,300065,14.67,1.45%,0.21,41.63万,6.05亿,4.63%
622,北京银行,601169,6.29,1.45%,0.09,44.23万,2.77亿,1.45%
623,甬矽电子,688362,27.96,1.45%,0.4,3.40万,9410.06万,3.96%
624,金鸿顺,603922,16.1,1.45%,0.23,3.13万,5015.31万,3.28%
625,中文在线,300364,20.31,1.45%,0.29,11.80万,2.39亿,3.05%
626,福斯达,603173,30.13,1.45%,0.43,3.48万,1.05亿,3.94%
627,掌趣科技,300315,4.91,1.45%,0.07,31.73万,1.54亿,2.69%
628,金现代,300830,7.75,1.44%,0.11,3.61万,2787.10万,2.49%
629,迪尔化工,831304,14.1,1.44%,0.2,2.71万,3763.10万,4.82%
630,中科蓝讯,688332,107.17,1.44%,1.52,1.05万,1.12亿,2.65%
631,万凯新材,301216,12.74,1.43%,0.18,3.45万,4347.79万,5.49%
632,能科科技,603859,30.46,1.43%,0.43,2.98万,9056.80万,2.60%
633,广誉远,600771,19.17,1.43%,0.27,27.57万,5.31亿,3.54%
634,中国移动,600941,112.53,1.42%,1.58,4.72万,5.28亿,1.87%
635,恒基达鑫,002492,5.72,1.42%,0.08,33.60万,1.86亿,8.33%
636,北京利尔,002392,5.72,1.42%,0.08,26.55万,1.52亿,3.90%
637,南 京 港,002040,7.15,1.42%,0.1,18.30万,1.29亿,6.67%
638,金力永磁,300748,20.74,1.42%,0.29,21.06万,4.38亿,2.40%
639,凌志软件,688588,12.18,1.42%,0.17,3.48万,4217.15万,3.75%
640,众业达,002441,8.6,1.42%,0.12,6.68万,5671.77万,3.66%
641,众业达,002441,8.6,1.42%,0.12,6.68万,5671.77万,3.66%
642,建设银行,601939,9.34,1.41%,0.13,51.35万,4.77亿,1.74%
643,新洋丰,000902,13.66,1.41%,0.19,9.98万,1.35亿,2.60%
644,亨通股份,600226,2.88,1.41%,0.04,25.91万,7449.91万,2.46%
645,西磁科技,836961,35.32,1.41%,0.49,7205,2536.74万,3.04%
646,森林包装,605500,7.25,1.40%,0.1,4.72万,3439.94万,3.92%
647,ST亚联,002316,3.64,1.39%,0.05,6.84万,2487.53万,2.23%
648,粤高速Ａ,000429,13.93,1.38%,0.19,4.41万,6104.64万,2.33%
649,奥士康,002913,24.23,1.38%,0.33,2.48万,5985.57万,2.22%
650,扬农化工,600486,51.44,1.38%,0.7,1.77万,9076.80万,3.02%
651,金力永磁,300748,20.73,1.37%,0.28,21.06万,4.38亿,2.40%
652,亚钾国际,000893,29.62,1.37%,0.4,8.04万,2.37亿,2.57%
653,南兴股份,002757,17.79,1.37%,0.24,7.82万,1.39亿,3.53%
654,国发股份,600538,5.2,1.36%,0.07,4.81万,2490.03万,2.14%
655,江苏神通,002438,11.15,1.36%,0.15,15.80万,1.78亿,4.45%
656,河钢股份,000709,2.23,1.36%,0.03,65.24万,1.45亿,2.73%
657,金迪克,688670,11.2,1.36%,0.15,5611,616.08万,4.34%
658,潍柴重机,000880,33.61,1.36%,0.45,12.03万,4.08亿,5.07%
659,每日互动,300766,36.6,1.36%,0.49,45.34万,16.72亿,5.84%
660,星图测控,920116,75.47,1.36%,1.01,2.46万,1.83亿,7.06%
661,大秦铁路,601006,6.81,1.34%,0.09,32.71万,2.22亿,1.64%
662,中科曙光,603019,62.9,1.34%,0.83,12.29万,7.72亿,2.01%
663,康恩贝,600572,4.57,1.33%,0.06,13.36万,6046.04万,1.77%
664,每日互动,300766,36.59,1.33%,0.48,45.34万,16.72亿,5.84%
665,龙源技术,300105,6.88,1.33%,0.09,11.68万,8078.31万,4.27%
666,北方股份,600262,19.15,1.32%,0.25,2.62万,4987.01万,1.43%
667,德艺文创,300640,5.37,1.32%,0.07,6.92万,3658.02万,4.72%
668,弘信电子,300657,26.1,1.32%,0.34,14.88万,3.89亿,3.53%
669,圣晖集成,603163,27.65,1.32%,0.36,8141,2242.02万,3.15%
670,飞力达,300240,7.69,1.32%,0.1,21.77万,1.65亿,4.22%
671,百普赛斯,301080,47.7,1.32%,0.62,8661,4097.90万,3.67%
672,尔康制药,300267,3.08,1.32%,0.04,107.66万,3.26亿,10.53%
673,粤高速Ａ,000429,13.92,1.31%,0.18,4.41万,6110.48万,2.33%
674,软通动力,301236,55,1.31%,0.71,8.90万,4.90亿,1.99%
675,兴齐眼药,300573,71.29,1.31%,0.92,2.04万,1.44亿,2.93%
676,嘉欣丝绸,002404,6.2,1.31%,0.08,20.05万,1.27亿,4.41%
677,通策医疗,600763,40.31,1.31%,0.52,6.31万,2.56亿,2.99%
678,皓元医药,688131,38.08,1.30%,0.49,1.44万,5431.01万,4.66%
679,建设银行,601939,9.33,1.30%,0.12,51.36万,4.77亿,1.74%
680,慧翰股份,301600,177.58,1.30%,2.28,1.89万,3.45亿,7.22%
681,国博电子,688375,50,1.30%,0.64,4219,2088.11万,2.80%
682,华钰矿业,601020,18.8,1.29%,0.24,18.71万,3.51亿,2.96%
683,中石科技,300684,23.5,1.29%,0.3,6.61万,1.55亿,3.71%
684,扬帆新材,300637,9.4,1.29%,0.12,5.22万,4878.30万,3.34%
685,科锐国际,300662,34.5,1.29%,0.44,5.15万,1.77亿,8.43%
686,ST峡创,300300,3.14,1.29%,0.04,16.21万,5130.45万,3.55%
687,南方路机,603280,25.18,1.29%,0.32,10.43万,2.74亿,9.86%
688,震裕科技,300953,149.7,1.29%,1.9,2.92万,4.36亿,4.09%
689,长源东谷,603950,24.54,1.28%,0.31,3.48万,8530.19万,3.96%
690,沃尔核材,002130,18.21,1.28%,0.23,41.52万,7.64亿,4.23%
691,株冶集团,600961,10.3,1.28%,0.13,10.92万,1.11亿,2.56%
692,视源股份,002841,33.28,1.28%,0.42,1.92万,6335.82万,1.92%
693,新开普,300248,13.5,1.28%,0.17,12.58万,1.69亿,2.70%
694,鼎龙股份,300054,30.26,1.27%,0.38,5.42万,1.62亿,2.18%
695,洪汇新材,002802,15.14,1.27%,0.19,3.11万,4738.45万,3.95%
696,长光华芯,688048,55,1.27%,0.69,2.28万,1.24亿,5.14%
697,新坐标,603040,28.72,1.27%,0.36,1.81万,5188.88万,3.63%
